Country,State,Year,Additional Info,"Sub Centres And Hwc Sub Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Primary Health Centres In Rural Areas I (UOM:Number), Scaling Factor:1","Sub Centres In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres And Hwc Sub Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Sub Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres And Hwc Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Primary Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Building Position In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Government Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rented Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres In Rent Free Panchayat Or Voluntary Society Buildings In Rural Areas (UOM:Number), Scaling Factor:1","Community Health Centres Buildings Under Construction In Rural Areas (UOM:Number), Scaling Factor:1","Anm Required At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Sanctioned At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm In Position At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Vacancies At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Anm Shortfall At Sub Centres And Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Required At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Sanctioned At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors In Position At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Vacancies At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Doctors Shortfall At Phcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Specialists Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Required At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Sanctioned At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers In Position At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Vacancies At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Radiographers Shortfall At Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Pharmacists Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Lab Technicians Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Required At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Sanctioned At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff In Position At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Vacancies At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1","Nursing Staff Shortfall At Phcs And Chcs In Rural Areas (UOM:Number), Scaling Factor:1"
India,Bihar,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas",9949,1899,150,9949,5643,3277,1029,1899,1493,384,22,150,150,0,0,45,45,0,11848,,24228,,,1899,,2085,,,600,,82,,518,150,,1,,149,2049,,287,,1762,2049,,611,,1438,2949,,1630,,1319
India,Chandigarh,"Calendar Year (Jan - Dec), 2019",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",5205,792,170,5205,4202,56,947,792,677,0,115,170,159,0,11,244,37,8,5997,6055,6808,,,792,792,321,471,471,680,671,61,610,619,170,180,161,19,9,962,1126,1003,123,,962,1150,844,306,118,1982,3426,2618,808,
India,Delhi,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas",12,5,0,12,1,11,0,5,5,0,0,0,0,0,0,0,0,0,17,12,24,,,5,7,5,2,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,1,5,2,2,0,3,5,0,0,0,5
India,Goa,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",219,24,5,219,46,173,0,24,23,1,0,5,5,0,0,0,1,0,243,308,250,58,,24,48,56,,,20,5,5,0,15,5,7,7,0,,29,43,41,2,,29,31,30,1,,59,129,135,,
India,Gujarat,"Calendar Year (Jan - Dec), 2019","Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",9166,1476,362,9166,8515,272,379,1476,1476,0,0,362,361,1,0,2688,0,90,10642,10642,9168,1474,1474,1476,2639,2186,453,,1448,601,118,483,1330,362,364,192,172,170,1838,1875,1675,200,163,1838,1841,1729,112,109,4010,5230,4218,1012,
India,Haryana,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",2604,379,115,2604,1669,275,660,379,321,4,54,115,112,1,2,9,15,9,2983,3938,4606,,,379,684,542,142,,460,51,15,36,445,115,79,54,25,61,494,550,430,120,64,494,535,356,179,138,1184,2355,2110,245,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019","Not Available in Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas",2089,586,87,2089,1588,25,476,586,455,17,114,87,85,1,1,0,0,0,2675,2381,1845,536,830,586,722,486,236,100,348,,5,,343,87,65,24,41,63,673,594,293,301,380,673,,78,,595,1195,842,404,438,791
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019","Jammu & Kashmir and Ladakh bifurcated and became UTs during Aug 2019; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",2958.83375164832641040250,608.39490695049885199020,82.16265624411881602440,2958.83375164832641040250,935.08927820687604903960,2023.74447344145036136290,0.00000000000000000000,608.39490695049885199020,494.93219118481096319460,113.46271576568788879560,0.00000000000000000000,82.16265624411881602440,82.16265624411881602440,0.00000000000000000000,0.00000000000000000000,47.92821614240264268090,47.92821614240264268090,24.45317150122583810250,3567.22865859882526239270,5337.63827528757594101370,4800.64662912065653628280,536.99164616691940473090,,608.39490695049885199020,1508.27161819560969416220,898.89858438506180864790,609.37303381054788551430,,328.65062497647526409760,336.47563985686753229040,236.70670013186611283220,99.76893972500141945820,91.94392484460915126540,82.16265624411881602440,298.32869231495522485050,221.05667037108157644660,77.27202194387364840390,,690.55756319461766801460,1220.70232134119383807680,1207.98667216055640226350,12.71564918063743581330,,690.55756319461766801460,917.48299472599344560580,881.29230090417920521410,36.19069382181424039170,,1183.53350065933056416100,1803.66592993041781844040,1479.90593925418772196330,323.75999067623009647710,
India,Jharkhand,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas",3848,298,171,3848,2277,698,873,298,255,17,26,171,171,0,0,1470,237,163,4146,9017,6325,2692,,298,667,336,331,,684,700,66,634,618,171,171,59,112,112,469,388,241,147,228,469,640,264,376,205,1495,2799,1190,1609,305
India,Karnataka,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas",9758,2127,198,9758,7908,1243,607,2127,2054,32,41,198,198,0,0,132,132,12,11885,8243,8462,,3423,2127,2127,2111,16,16,792,792,465,327,327,198,198,167,31,31,2325,2415,1973,442,352,2325,1777,1469,308,856,3513,2772,3511,,2
India,Kerala,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Specialists Vacant in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas",5380,848,227,5380,4260,320,800,848,779,59,10,227,227,0,0,0,0,0,6228,7489,7504,,,848,1460,1531,,,908,25,35,,873,227,0,0,0,227,1075,1188,1299,,,1075,291,372,,703,2437,2133,2427,,10
India,Ladakh,"Calendar Year (Jan - Dec), 2019","Jammu & Kashmir and Ladakh bifurcated and became UTs during Aug 2019; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",66.16624835167358959750,13.60509304950114800980,1.83734375588118397560,66.16624835167358959750,20.91072179312395096040,45.25552655854963863710,0.00000000000000000000,13.60509304950114800980,11.06780881518903680540,2.53728423431211120440,0.00000000000000000000,1.83734375588118397560,1.83734375588118397560,0.00000000000000000000,0.00000000000000000000,1.07178385759735731910,1.07178385759735731910,0.54682849877416189750,79.77134140117473760730,119.36172471242405898630,107.35337087934346371720,12.00835383308059526910,,13.60509304950114800980,33.72838180439030583780,20.10141561493819135210,13.62696618945211448570,,7.34937502352473590240,7.52436014313246770960,5.29329986813388716780,2.23106027499858054180,2.05607515539084873460,1.83734375588118397560,6.67130768504477514950,4.94332962891842355340,1.72797805612635159610,,15.44243680538233198540,27.29767865880616192320,27.01332783944359773650,0.28435081936256418670,,15.44243680538233198540,20.51700527400655439420,19.70769909582079478590,0.80930617818575960830,,26.46649934066943583900,40.33407006958218155960,33.09406074581227803670,7.24000932376990352290,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",14,4,3,14,8,6,0,4,4,0,0,3,3,0,0,0,0,0,18,47,47,0,,4,8,8,0,,12,0,0,0,12,3,5,5,0,,7,16,16,0,,7,13,13,0,,25,54,54,0,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas",10226,1199,309,10226,7505,1157,1564,1199,1164,7,28,309,309,0,0,499,255,24,11425,14550,11824,2726,,1199,2024,1053,971,146,1236,1236,104,1132,,309,312,214,98,95,1508,1780,1383,397,125,1508,976,1021,,487,3362,5658,2816,2842,546
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas,10668,1828,364,10668,9863,347,458,1828,1796,10,22,364,364,0,0,77,38,0,12496,23393,21753,1640,,1828,3189,2951,238,,1456,823,485,338,,364,140,107,33,257,2192,1998,1825,173,367,2192,1862,1436,426,756,4376,2957,2698,259,1678
India,Manipur,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Radiographer Vacant in Rural Areas, Radiographer Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",490,90,23,490,459,31,0,90,90,0,0,23,23,0,0,18,0,0,580,1187,1044,143,,90,238,208,30,,92,4,3,1,,23,51,56,,,113,145,161,,,113,102,75,27,38,251,484,430,54,
India,Meghalaya,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",477,118,28,477,468,2,7,118,118,0,0,28,28,0,0,0,0,0,595,,1173,,,118,,149,,,112,,4,,,28,,18,,10,146,,171,,,146,,174,,,314,,751,,
India,Mizoram,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",370,59,9,370,370,0,0,59,59,0,0,9,9,0,0,0,0,0,429,,699,,,59,,60,,,36,,0,,,9,,5,,4,68,,56,,12,68,,86,,,122,,205,,
India,Nagaland,"Calendar Year (Jan - Dec), 2019","Not Available in Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",433,126,21,433,316,1,116,126,118,0,8,21,21,0,0,59,1,0,559,962,1008,,,126,131,133,,,84,,8,,76,21,3,3,0,18,147,116,117,,30,147,95,96,,51,273,191,381,,
India,Odisha,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas",6688,1288,377,6688,4797,1724,167,1288,1288,0,0,377,377,0,0,892,0,0,7976,7686,9187,,,1288,1346,813,533,475,1508,1529,236,1293,1272,377,127,66,61,311,1665,1850,1778,72,,1665,447,632,,1033,3927,1477,2568,,1359
India,Puducherry,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Vacant in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Vacant in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",54,24,2,54,44,9,1,24,24,0,0,2,2,0,0,0,0,0,78,,128,,,24,24,41,,,8,0,1,,7,2,0,3,,,26,29,46,,,26,7,26,,0,38,72,182,,
India,Punjab,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",2950,416,89,2950,1907,0,1043,416,368,0,48,89,89,0,0,0,0,0,3366,4518,4530,,,416,575,562,13,,356,496,93,403,263,89,144,139,5,,505,760,722,38,,505,561,551,10,,1039,2000,1806,194,
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Surplus observed in Nursing Staff Shortfall in Rural Areas,13512,2082,571,13512,10647,1206,1659,2082,1952,20,110,571,552,2,17,253,103,22,15594,18437,15425,3012,169,2082,2268,1932,336,150,2284,1434,455,979,1829,571,692,343,349,228,2653,2181,1224,957,1429,2653,2781,1893,888,760,6079,11312,8889,2423,
India,Sikkim,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Radiographer Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",176,29,2,176,175,1,0,29,29,0,0,2,2,0,0,1,0,0,205,,260,,,29,,41,,,8,,0,,8,2,,4,,,31,,15,,16,31,,35,,,43,,73,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019","Not Available in Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",8713,1422,385,8713,6579,1833,301,1422,1374,0,48,385,385,0,0,10,34,0,10135,11135,9983,1152,152,1422,2844,1777,1067,,1540,,179,,1361,385,246,92,154,293,1807,2657,2043,614,,1807,2223,1064,1159,743,4117,6839,5888,951,
India,Telangana,"Calendar Year (Jan - Dec), 2019","Telangana came to existence in 2014 after bifurcation of Andhra Pradesh; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",4744,636,85,4744,1273,3471,0,636,636,0,0,85,85,0,0,39,0,0,5380,8996,7932,1064,,636,1254,1213,41,,340,625,258,367,82,85,99,44,55,41,721,675,442,233,279,721,773,647,126,74,1231,2547,2097,450,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019","Dadra & Nagar Haveli and Daman Diu merged as single UT during Jan 2020,Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Lab Technician Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",71.00000000000000000000,9.00000000000000000000,2.00000000000000000000,71.00000000000000000000,63.00000000000000000000,4.00000000000000000000,4.00000000000000000000,9.00000000000000000000,9.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,14.00000000000000000000,0.00000000000000000000,0.00000000000000000000,80.00000000000000000000,36.00000000000000000000,137.00000000000000000000,,,9.00000000000000000000,12.00000000000000000000,12.00000000000000000000,0.00000000000000000000,,8.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,0.00000000000000000000,0.00000000000000000000,11.00000000000000000000,16.00000000000000000000,14.00000000000000000000,2.00000000000000000000,,11.00000000000000000000,17.00000000000000000000,17.00000000000000000000,0.00000000000000000000,,23.00000000000000000000,51.00000000000000000000,51.00000000000000000000,0.00000000000000000000,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019","Dadra & Nagar Haveli and Daman Diu merged as single UT during Jan 2020; Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",23.00000000000000000000,4.00000000000000000000,0.00000000000000000000,23.00000000000000000000,19.00000000000000000000,4.00000000000000000000,0.00000000000000000000,4.00000000000000000000,3.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,27.00000000000000000000,55.00000000000000000000,52.00000000000000000000,3.00000000000000000000,,4.00000000000000000000,8.00000000000000000000,3.00000000000000000000,5.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.00000000000000000000,6.00000000000000000000,4.00000000000000000000,2.00000000000000000000,0.00000000000000000000,4.00000000000000000000,6.00000000000000000000,4.00000000000000000000,2.00000000000000000000,0.00000000000000000000,4.00000000000000000000,18.00000000000000000000,11.00000000000000000000,7.00000000000000000000,
India,Tripura,"Calendar Year (Jan - Dec), 2019","Not Available in Health Worker [Female]/ANM Sanctioned in Rural Areas, Health Worker [Female]/ANM Vacant in Rural Areas, Doctors at PHCs Sanctioned in Rural Areas, Doctors at PHCs Vacant in Rural Areas, Specialists Sanctioned in Rural Areas, Specialists Vacant in Rural Areas, Radiographer Sanctioned in Rural Areas, Radiographer Vacant in Rural Areas, Pharmacist Sanctioned in Rural Areas, Pharmacist Vacant in Rural Areas, Lab Technician Sanctioned in Rural Areas, Lab Technician Vacant in Rural Areas, Nursing Staff Sanctioned in Rural Areas, Nursing Staff Vacant in Rural Areas; Surplus observed in Doctors at PHCs Shortfall in Rural Areas, Pharmacist Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",972,108,18,972,810,28,134,108,108,0,0,18,18,0,0,17,3,1,1080,,664,,416,108,,216,,,72,,2,,70,18,,11,,7,126,,163,,,126,,120,,6,234,,636,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas, Health Worker [Female]/ANM Shortfall in Rural Areas, Doctors at PHCs Shortfall in Rural Areas, Nursing Staff Vacant in Rural Areas, Nursing Staff Shortfall in Rural Areas",20782,2936,679,20782,20782,0,0,2936,2936,0,0,679,679,0,0,0,0,0,23718,28557,29082,,,2936,4509,3180,1329,,2716,2099,484,1615,2232,679,230,82,148,597,3615,2952,2883,69,732,3615,1332,963,369,2652,7689,2768,18504,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Surplus observed in Doctors at PHCs Shortfall in Rural Areas,1847,257,67,1847,1304,506,37,257,227,18,12,67,67,0,0,29,5,0,2104,2283,1825,458,279,257,476,269,207,,268,284,27,257,241,67,22,5,17,62,324,325,304,21,20,324,136,63,73,261,726,392,329,63,397
India,West Bengal,"Calendar Year (Jan - Dec), 2019","Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas, Nursing Staff Shortfall in Rural Areas",10357,908,348,10357,7819,1887,651,908,894,14,0,348,348,0,0,419,0,0,11265,19624,18997,627,,908,1326,810,516,98,1392,574,71,503,1321,348,280,182,98,166,1256,1543,1411,132,,1256,925,785,140,471,3344,7062,5811,1251,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Nursing Staff Shortfall in Rural Areas,7458,1147,193,7458,1765,5693,0,9,1147,1147,0,0,57,193,193,0,0,0,8605,14317,13698,619,,1147,2267,2045,222,,772,533,384,149,388,193,160,72,88,121,1340,1384,10044,380,336,1340,1185,789,396,551,2498,4518,3505,1013,
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas,312,143,63,312,312,0,0,0,143,143,0,0,0,63,63,0,0,0,455,,481,,,143,,125,,18,252,,0,,248,63,,7,,56,206,,89,,117,206,,123,,83,384,,498,,86
India,Assam,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Vacant in Rural Areas | Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Doctors at PHCs Shortfall in Rural Areas | Pharmacist Vacant in Rural Areas | Pharmacist Shortfall in Rural Areas | Lab Technician Vacant in Rural Areas | Lab Technician Shortfall in Rural Areas | Nursing Staff Vacant in Rural Areas | Nursing Staff Shortfall in Rural Areas,4644,946,172,4644,3916,683,45,603,946,941,3,2,68,172,172,0,0,55,5590,5962,10230,,,946,,1376,,,688,,158,,530,172,145,82,63,90,1118,1284,1735,,,1118,860,1390,,,2150,2798,3203,,
India,Bihar,"Calendar Year (Jan - Dec), 2018",Surplus observed in Health Worker [Female]/ANM Shortfall in Rural Areas | Radiographer In Position in Rural Areas,9949,1899,150,9949,5565,3358,1026,45,1899,1528,371,0,41,150,150,0,0,0,11848,,23390,,,1899,2078,1786,292,113,600,,82,,518,150,89,,88,149,2049,9980,2837,702,1762,2049,683,611,72,1438,2949,1662,1211,451,1738
